,Cluster ID,Unnamed: 1,title,book,id,date,lang
33,461,33,Bildbezogenes Machine Learning anhand der Glasmalereien des Corpus Vitrearum Medii Aevi 2019,"Michler, Jürgen (1984): Die Elisabethkirche zu Marburg in ihrer ursprünglichen Farbigkeit. Marburg : Elwert.",../dhd_2019/TEI/KOLODZIE_Lisa_Bildbezogenes_Machine_Learning_anhand_der_Glas.xml__5,1984,de
34,462,34,Bildbezogenes Machine Learning anhand der Glasmalereien des Corpus Vitrearum Medii Aevi 2019,Open Source for Science (2018): TensorFlow-Course. https://github.com/osforscience/TensorFlow-Course [letzter Zugriff: 12.01.2019].,../dhd_2019/TEI/KOLODZIE_Lisa_Bildbezogenes_Machine_Learning_anhand_der_Glas.xml__6,2018,en
35,6,35,Bildbezogenes Machine Learning anhand der Glasmalereien des Corpus Vitrearum Medii Aevi 2019,"Pause, Johannes / Walkowski, Niels-Oliver (2017): Dead and Beautiful: The Analysis of Colors by Means of Contrasts in Neo-Zombie Movies. In: Digital Humanities 2017. Conference Abstracts. https://dh2017.adho.org/abstracts/095/095.pdf [letzter Zugriff: 12.01.2019].",../dhd_2019/TEI/KOLODZIE_Lisa_Bildbezogenes_Machine_Learning_anhand_der_Glas.xml__7,2017,en
36,463,36,Multimodale Stilometrie: Herausforderungen und Potenzial kombinatorischer Bild- und Textanalysen am Beispiel Comics 2019,"Baxter, Mike /Khitrova, Daria /Tsivian, Yuri (2016): “A Numerate Film Theory? Cinemetrics looks at Griffith, Griffith Looks at Cinemetrics“, in: Mise au Point 8, https://journals.openedition.org/map/2108 [letzter Zugriff 2. Januar 2019].",../dhd_2019/TEI/DUNST_Alexander_Multimodale_Stilometrie__Herausforderungen_u.xml__0,2016,en
37,464,37,Multimodale Stilometrie: Herausforderungen und Potenzial kombinatorischer Bild- und Textanalysen am Beispiel Comics 2019,"Cutting, James / Brunick, Kaitlin / DeLong, Jordan / Iricinischi, Catalina / Candan, Ayse (2011): “Quicker, faster, darker: Changes in Hollywood Film over 75 Years”, in: i-Perception 2: 569-576",../dhd_2019/TEI/DUNST_Alexander_Multimodale_Stilometrie__Herausforderungen_u.xml__1,2011,en
38,465,38,Multimodale Stilometrie: Herausforderungen und Potenzial kombinatorischer Bild- und Textanalysen am Beispiel Comics 2019,"Dunst, A. & R. Hartel (2018a): “Automated Genre and Author Distinction in Comics“ DH 2018: Book of Abstracts 184-188.",../dhd_2019/TEI/DUNST_Alexander_Multimodale_Stilometrie__Herausforderungen_u.xml__2,2018,en
39,466,39,Multimodale Stilometrie: Herausforderungen und Potenzial kombinatorischer Bild- und Textanalysen am Beispiel Comics 2019,"Dunst, Alexander / Hartel, Rita (2018b): “The Quantitative Study of Comics: Towards a Visual Stylometry of Graphic Narrative” in: Dunst, Alexander / Laubrock, Jochen / Wildfeuer, Janina (Eds.): Empirical Comics Research: Digital, Cognitive, and Multimodal Methods. New York: Routledge 43-61.",../dhd_2019/TEI/DUNST_Alexander_Multimodale_Stilometrie__Herausforderungen_u.xml__3,2018,en
40,467,40,Multimodale Stilometrie: Herausforderungen und Potenzial kombinatorischer Bild- und Textanalysen am Beispiel Comics 2019,"Dunst, Alexander / Hartel, Rita / Laubrock, Jochen (2017): “The Graphic Narrative Corpus (GNC): Design, Annotation, and Analysis for the Digital Humanities”, in: Proceedings of the 14th IAPR International Conference on Document Analysis and Recognition 15-20.",../dhd_2019/TEI/DUNST_Alexander_Multimodale_Stilometrie__Herausforderungen_u.xml__4,2017,en
41,468,41,Multimodale Stilometrie: Herausforderungen und Potenzial kombinatorischer Bild- und Textanalysen am Beispiel Comics 2019,"Flückiger, Barbar (2017): “Analysis of Film Colors in a Digital Humanities Perspective“, in: Frames 1, http://framescinemajournal.com/article/analysis-of-film-colors-in-a-digital-humanities-perspective [letzter Zugriff 2. Januar 2019].",../dhd_2019/TEI/DUNST_Alexander_Multimodale_Stilometrie__Herausforderungen_u.xml__5,2017,en
42,469,42,Multimodale Stilometrie: Herausforderungen und Potenzial kombinatorischer Bild- und Textanalysen am Beispiel Comics 2019,"Hartel, Rita / Dunst, Alexander (2019): “How Good is Good Enough? Establishing Quality Thresholds for the Automatic Text Analysis of Retro-Digitized Comics”, in: Proceedings of the Multimedia Modeling Conference (Springer Lecture Notes in Computer Science 11296), https://easychair.org/publications/preprint_open/Mdf2 [letzter Zugriff 2. Januar 2019].",../dhd_2019/TEI/DUNST_Alexander_Multimodale_Stilometrie__Herausforderungen_u.xml__6,2019,en
43,7,43,Multimodale Stilometrie: Herausforderungen und Potenzial kombinatorischer Bild- und Textanalysen am Beispiel Comics 2019,"Holmes, David (1998): “The Evolution of Stylometry in Humanities Scholarship“, in: Literary and Linguistic Computing 13: 111-17.",../dhd_2019/TEI/DUNST_Alexander_Multimodale_Stilometrie__Herausforderungen_u.xml__7,1998,en
44,470,44,Multimodale Stilometrie: Herausforderungen und Potenzial kombinatorischer Bild- und Textanalysen am Beispiel Comics 2019,"Laubrock, Jochen / Dubray, David (2018): “Computational Analysis and Visual Stilometry of Comics using Convolutional Neural Networks“, in: DH 2018: Book of Abstracts 228-231.",../dhd_2019/TEI/DUNST_Alexander_Multimodale_Stilometrie__Herausforderungen_u.xml__8,2018,en
45,8,45,Multimodale Stilometrie: Herausforderungen und Potenzial kombinatorischer Bild- und Textanalysen am Beispiel Comics 2019,"Manovich, Lev / Douglas, Jeremy / Zepel, Tara (2011): “How to Compare One Million Images“, http://manovich.net/index.php/projects/how-to-compare [letzter Zugriff 2. Januar 2019].",../dhd_2019/TEI/DUNST_Alexander_Multimodale_Stilometrie__Herausforderungen_u.xml__9,2011,en
46,471,46,Multimodale Stilometrie: Herausforderungen und Potenzial kombinatorischer Bild- und Textanalysen am Beispiel Comics 2019,"Martínez, J. / Koenen, R. /Pereira, F. (2002): ""MPEG-7: the generic multimedia content description standard, part 1”, in: IEEE Multimedia 9: 78-87.",../dhd_2019/TEI/DUNST_Alexander_Multimodale_Stilometrie__Herausforderungen_u.xml__10,2002,en
47,9,47,Multimodale Stilometrie: Herausforderungen und Potenzial kombinatorischer Bild- und Textanalysen am Beispiel Comics 2019,"Qi, Hanchao / Taeb, Armeen / Hughes, Shannon (2013): “Visual stylometry using background selection and wavelet-HMT-based Fisher information distances for attribution and dating of impressionist paintings”, in: Signal Processing 93: 541-53.",../dhd_2019/TEI/DUNST_Alexander_Multimodale_Stilometrie__Herausforderungen_u.xml__11,2013,en
48,472,48,Multimodale Stilometrie: Herausforderungen und Potenzial kombinatorischer Bild- und Textanalysen am Beispiel Comics 2019,"Schmidt, Ben (2014): “Search for Structures in the Simpsons and everywhere else“, http://benschmidt.org/2014/09/11/simpsons-2 [letzter Zugriff 2. Januar 2019].",../dhd_2019/TEI/DUNST_Alexander_Multimodale_Stilometrie__Herausforderungen_u.xml__12,2014,en
49,473,49,Historic Building Information Modeling (hBIM) und Linked Data – Neue Zugänge zum Forschungsgegenstand objektorientierter Fächer 2019,"Antonopoulou, S., & Bryan, P. (2017). BIM for Heritage - Developing a Historic Building Information Model. Historic England.",../dhd_2019/TEI/KUROCZY_SKI_Piotr_Historic_Building_Information_Modeling__hB.xml__0,2017,en
50,474,50,Historic Building Information Modeling (hBIM) und Linked Data – Neue Zugänge zum Forschungsgegenstand objektorientierter Fächer 2019,"Apollonio, F. I., Rizzo, F., Bertacchi, S., Dall’Osso, G., Corbelli, A., & Grana, C. (2017). SACHER: Smart Architecture for Cultural Heritage in Emilia Romagna. In C. Grana & L. Baraldi (Eds.), Digital Libraries and Archives (Vol. 733, pp. 142–156). Cham: Springer International Publishing. https://doi.org/10.1007/978-3-319-68130-6_12",../dhd_2019/TEI/KUROCZY_SKI_Piotr_Historic_Building_Information_Modeling__hB.xml__1,2017,en
51,475,51,Historic Building Information Modeling (hBIM) und Linked Data – Neue Zugänge zum Forschungsgegenstand objektorientierter Fächer 2019,"Baker, D. (2012). Defining Paradata in Heritage Visualization. In Paradata an Transparency in Virtual Heritage (pp. 163–175). Ashgate.",../dhd_2019/TEI/KUROCZY_SKI_Piotr_Historic_Building_Information_Modeling__hB.xml__2,2012,en
52,476,52,Historic Building Information Modeling (hBIM) und Linked Data – Neue Zugänge zum Forschungsgegenstand objektorientierter Fächer 2019,"Blümel, I. (2013). Metadatenbasierte Kontextualisierung architektonischer 3D-Modelle. Berlin.",../dhd_2019/TEI/KUROCZY_SKI_Piotr_Historic_Building_Information_Modeling__hB.xml__3,2013,de
53,477,53,Historic Building Information Modeling (hBIM) und Linked Data – Neue Zugänge zum Forschungsgegenstand objektorientierter Fächer 2019,"Bruschke, J., & Wacker, M. (2016). Simplifying Documentation of Digital Reconstruction Processes. In S. Münster, M. Pfarr-Harfst, P. Kuroczyński, & M. Ioannides (Eds.), 3D Research Challenges in Cultural Heritage II (Vol. 10025, pp. 256–271). Cham: Springer International Publishing. https://doi.org/10.1007/978-3-319-47647-6_12",../dhd_2019/TEI/KUROCZY_SKI_Piotr_Historic_Building_Information_Modeling__hB.xml__4,2016,en
54,478,54,Historic Building Information Modeling (hBIM) und Linked Data – Neue Zugänge zum Forschungsgegenstand objektorientierter Fächer 2019,"Favro, D. (2012). Se non e vero, e ben trovato (If Not True, It Is Well Conceived): Digital Immersive Reconstructions of Historical Environments. Journal of the Society of Architectural Historians, 71(3), 273–277. https://doi.org/10.1525/jsah.2012.71.3.273",../dhd_2019/TEI/KUROCZY_SKI_Piotr_Historic_Building_Information_Modeling__hB.xml__5,2012,en
55,479,55,Historic Building Information Modeling (hBIM) und Linked Data – Neue Zugänge zum Forschungsgegenstand objektorientierter Fächer 2019,"Freitag, B., & Stenzer, A. (2017). MonArch – A Digital Archive for Cultural Heritage. In Das Digitale und die Denkmalpflege: Bestandserfassung - Denkmalvermittlung - Datenarchivierung - Rekonstruktion verlorener Objekte (Vol. 26, pp. 122–129). Heidelberg: arthistoricum.net.",../dhd_2019/TEI/KUROCZY_SKI_Piotr_Historic_Building_Information_Modeling__hB.xml__6,2017,de
56,480,56,Historic Building Information Modeling (hBIM) und Linked Data – Neue Zugänge zum Forschungsgegenstand objektorientierter Fächer 2019,"Heusinger, L. (1983). Kunstgeschichte und EDV: 8 Thesen, 11(4). https://doi.org/10.11588/kb.1983.4.9808",../dhd_2019/TEI/KUROCZY_SKI_Piotr_Historic_Building_Information_Modeling__hB.xml__7,1983,de
57,481,57,Historic Building Information Modeling (hBIM) und Linked Data – Neue Zugänge zum Forschungsgegenstand objektorientierter Fächer 2019,"Hoppe, S. (2001). Die Fußnoten des Modells. CAD-Modelle als interaktive Wissensräume am Beispiel des Altenberger-Dom-Projektes. In M. Frings (Ed.), Der Modelle Tugend. CAD und die neuen Räume der Kunstgeschichte (pp. 87–102). Weimar: VDG.",../dhd_2019/TEI/KUROCZY_SKI_Piotr_Historic_Building_Information_Modeling__hB.xml__8,2001,de
58,482,58,Historic Building Information Modeling (hBIM) und Linked Data – Neue Zugänge zum Forschungsgegenstand objektorientierter Fächer 2019,"Kuroczyński, P. (2017). Virtual Research Environment for digital 3D reconstructions – Standards, thresholds and prospects. Studies in Digital Heritage, 1(2), 456. https://doi.org/10.14434/sdh.v1i2.23330",../dhd_2019/TEI/KUROCZY_SKI_Piotr_Historic_Building_Information_Modeling__hB.xml__9,2017,en
59,11,59,Historic Building Information Modeling (hBIM) und Linked Data – Neue Zugänge zum Forschungsgegenstand objektorientierter Fächer 2019,"Kuroczyński, P., Hauck, O., & Dworak, D. (2016). 3D Models on Triple Paths - New Pathways for Documenting and Visualizing Virtual Reconstructions. In S. Münster, M. Pfarr-Harfst, P. Kuroczyński, & M. Ioannides (Eds.), 3D Research Challenges in Cultural Heritage II (Vol. 10025, pp. 149–172). Cham: Springer International Publishing. https://doi.org/10.1007/978-3-319-47647-6_8",../dhd_2019/TEI/KUROCZY_SKI_Piotr_Historic_Building_Information_Modeling__hB.xml__10,2016,en
60,12,60,Historic Building Information Modeling (hBIM) und Linked Data – Neue Zugänge zum Forschungsgegenstand objektorientierter Fächer 2019,"Messemer, H. (2016). The Beginnings of Digital Visualization of Historical Architecture in the Academic Field. In S. Hoppe & S. Breitling (Eds.), Virtual Palaces, Part II – Lost Palaces and their Afterlife. Virtual Reconstruction between Science and Media (Vol. 3). Heidelberg: arthistoricum.net.",../dhd_2019/TEI/KUROCZY_SKI_Piotr_Historic_Building_Information_Modeling__hB.xml__11,2016,en
61,483,61,Historic Building Information Modeling (hBIM) und Linked Data – Neue Zugänge zum Forschungsgegenstand objektorientierter Fächer 2019,"Murphy, M. (2012). Historic Building Information Modelling (HBIM) for Recording and Documenting Classical Architecture in Dublin 1700 to 1830. Dublin.",../dhd_2019/TEI/KUROCZY_SKI_Piotr_Historic_Building_Information_Modeling__hB.xml__12,2012,en
62,484,62,Historic Building Information Modeling (hBIM) und Linked Data – Neue Zugänge zum Forschungsgegenstand objektorientierter Fächer 2019,"Piotrowski, M., Colavizza, G., Thiery, F., & Bruhn, K.-C. (2014). The Labeling System: A New Approach to Overcome the Vocabulary Bottleneck. In DH-CASE ’14 DH-CASE II: Collaborative Annotations on Shared Environments: metadata, tools and techniques in the Digital Humanities (Vol. Article No. 1).",../dhd_2019/TEI/KUROCZY_SKI_Piotr_Historic_Building_Information_Modeling__hB.xml__13,2014,en
63,485,63,Historic Building Information Modeling (hBIM) und Linked Data – Neue Zugänge zum Forschungsgegenstand objektorientierter Fächer 2019,"Russell, B. C., Martin-Brualla, R., Butler, D. J., Seitz, S. M., & Zettlemoyer, L. (2013). 3D Wikipedia: using online text to automatically label and navigate reconstructed geometry. ACM Transactions on Graphics, 32(6), 1–10. https://doi.org/10.1145/2508363.2508425",../dhd_2019/TEI/KUROCZY_SKI_Piotr_Historic_Building_Information_Modeling__hB.xml__14,2013,en
